"","corpusngram4","n"
"1301","i don’ know how",9
"1302","i don’ know why",9
"1303","i feel like a",9
"1304","i found out that",9
"1305","i had a great",9
"1306","i have a great",9
"1307","i hope you are",9
"1308","i hope you can",9
"1309","i just need to",9
"1310","i knew i was",9
"1311","i know there are",9
"1312","i love you too",9
"1313","i think im going",9
"1314","i want to live",9
"1315","i was in a",9
"1316","i was the only",9
"1317","if i have to",9
"1318","if there is a",9
"1319","if you have to",9
"1320","if you really want",9
"1321","if you want a",9
"1322","ill be able to",9
"1323","im going to try",9
"1324","im not sure how",9
"1325","im not sure what",9
"1326","im not the only",9
"1327","in a small bowl",9
"1328","in charge of the",9
"1329","in less than a",9
"1330","in my life i",9
"1331","in order to be",9
"1332","in order to make",9
"1333","in the aftermath of",9
"1334","in the air and",9
"1335","in the car and",9
"1336","in the coming months",9
"1337","in the fall of",9
"1338","in the first inning",9
"1339","in the house and",9
"1340","in the last year",9
"1341","in the mood for",9
"1342","in the third inning",9
"1343","in the top of",9
"1344","in the us and",9
"1345","is a very good",9
"1346","is going to get",9
"1347","is open to the",9
"1348","is the story of",9
"1349","it could be a",9
"1350","it is a great",9
"1351","it is not a",9
"1352","it reminds me of",9
"1353","it was in the",9
"1354","it was nice to",9
"1355","it was such a",9
"1356","it will not be",9
"1357","keep an eye on",9
"1358","keep up the good",9
"1359","keep up with the",9
"1360","know that i am",9
"1361","later in the day",9
"1362","made it clear that",9
"1363","make a lot of",9
"1364","make it easier for",9
"1365","make up for the",9
"1366","many of you have",9
"1367","may not be the",9
"1368","me a lot of",9
"1369","me me me me",9
"1370","more than 1 million",9
"1371","more than a few",9
"1372","more than happy to",9
"1373","more than just a",9
"1374","nice to meet you",9
"1375","not as bad as",9
"1376","not being able to",9
"1377","now that i have",9
"1378","oil and gas industry",9
"1379","on a mission to",9
"1380","on his way to",9
"1381","on its way to",9
"1382","on the basis of",9
"1383","on the east coast",9
"1384","on the first day",9
"1385","on the heels of",9
"1386","on the lookout for",9
"1387","on the new york",9
"1388","on the right hand",9
"1389","on the way home",9
"1390","one at a time",9
"1391","one of my favorites",9
"1392","one of the better",9
"1393","one of the major",9
"1394","part of the problem",9
"1395","please let me know",9
"1396","preheat the oven to",9
"1397","rest of my life",9
"1398","said we need to",9
"1399","so as not to",9
"1400","so far this year",9
"1401","so i thought i",9
"1402","so much for following",9
"1403","some of my favorite",9
"1404","supposed to be a",9
"1405","taking the time to",9
"1406","thanks to everyone who",9
"1407","that i did not",9
"1408","that i want to",9
"1409","that is not the",9
"1410","that we have to",9
"1411","the amount of time",9
"1412","the beauty of the",9
"1413","the best time to",9
"1414","the bottom of my",9
"1415","the company said it",9
"1416","the course of a",9
"1417","the edges of the",9
"1418","the first time he",9
"1419","the first time the",9
"1420","the last time you",9
"1421","the majority of the",9
"1422","the national weather service",9
"1423","the news of the",9
"1424","the ohio department of",9
"1425","the oil and gas",9
"1426","the other end of",9
"1427","the other way around",9
"1428","the people who are",9
"1429","the result is a",9
"1430","the tamil astrology free",9
"1431","the time i was",9
"1432","the two of them",9
"1433","the united states in",9
"1434","the university of california",9
"1435","the way back to",9
"1436","the ways in which",9
"1437","there were a few",9
"1438","they were able to",9
"1439","think like a man",9
"1440","to be the best",9
"1441","to find the best",9
"1442","to get back into",9
"1443","to get to know",9
"1444","to get used to",9
"1445","to go to school",9
"1446","to make the best",9
"1447","to see all the",9
"1448","to take a break",9
"1449","to the left of",9
"1450","to think about it",9
"1451","to think about the",9
"1452","to work in the",9
"1453","today i want to",9
"1454","trying to get the",9
"1455","up a lot of",9
"1456","up the good work",9
"1457","us know what you",9
"1458","want to look at",9
"1459","want to talk about",9
"1460","was looking for a",9
"1461","was pronounced dead at",9
"1462","was the only one",9
"1463","we are trying to",9
"1464","we dont have to",9
"1465","we need to be",9
"1466","we need to make",9
"1467","we were in the",9
"1468","were a lot of",9
"1469","were not going to",9
"1470","what i have to",9
"1471","what would happen if",9
"1472","whats going to happen",9
"1473","when i get home",9
"1474","when i got home",9
"1475","when i was growing",9
"1476","when i went to",9
"1477","when it came to",9
"1478","whether or not they",9
"1479","why is it so",9
"1480","will have to be",9
"1481","will have to wait",9
"1482","would be nice to",9
"1483","would like to thank",9
"1484","year and a half",9
"1485","years of my life",9
"1486","you are able to",9
"1487","you can check out",9
"1488","you can see it",9
"1489","you do not have",9
"1490","you dont need to",9
"1491","you get a chance",9
"1492","you should follow me",9
"1493","you want to get",9
"1494","you want to read",9
"1495","youre not going to",9
"1496","000 000 american funds",8
"1497","49 000 000 american",8
"1498","a certain amount of",8
"1499","a couple of minutes",8
"1500","a good time to",8
"1501","a large number of",8
"1502","a long list of",8
"1503","a lot more than",8
"1504","a lot of energy",8
"1505","a man and a",8
"1506","a part of me",8
"1507","a picture of the",8
"1508","a piece of paper",8
"1509","a small amount of",8
"1510","a spokeswoman for the",8
"1511","a third of the",8
"1512","a way to make",8
"1513","a week or so",8
"1514","a whole bunch of",8
"1515","about a month ago",8
"1516","according to the national",8
"1517","across the street from",8
"1518","after all these years",8
"1519","all is well with",8
"1520","all of the above",8
"1521","all the time i",8
"1522","all the way back",8
"1523","always going to be",8
"1524","am i going to",8
"1525","am i the only",8
"1526","am to 5 pm",8
"1527","and a pair of",8
"1528","and i think it",8
"1529","and if you have",8
"1530","and over and over",8
"1531","and the ability to",8
"1532","and the university of",8
"1533","and this is the",8
"1534","and this is what",8
"1535","and you know what",8
"1536","anyone with information about",8
"1537","are a couple of",8
"1538","are going to go",8
"1539","are part of the",8
"1540","as well as other",8
"1541","at one point in",8
"1542","at the base of",8
"1543","at the edge of",8
"1544","at the front of",8
"1545","at the request of",8
"1546","at the right time",8
"1547","at the risk of",8
"1548","at the thought of",8
"1549","at the time but",8
"1550","at this point in",8
"1551","at this time of",8
"1552","be a lot of",8
"1553","be able to find",8
"1554","be found in the",8
"1555","be the one to",8
"1556","being a part of",8
"1557","believe it or not",8
"1558","but for the most",8
"1559","but i dont know",8
"1560","but i feel like",8
"1561","but i had to",8
"1562","but i think i",8
"1563","but most of the",8
"1564","but other than that",8
"1565","by the associated press",8
"1566","by the university of",8
"1567","by the way the",8
"1568","can be found in",8
"1569","cant wait for this",8
"1570","chicago illinois incorporated in",8
"1571","classic at pates and",8
"1572","come up with the",8
"1573","could not be reached",8
"1574","declined to comment on",8
"1575","department of health and",8
"1576","department of public health",8
"1577","did a good job",8
"1578","did i mention that",8
"1579","do a lot of",8
"1580","do not have the",8
"1581","does not want to",8
"1582","dont have to be",8
"1583","earlier in the day",8
"1584","earlier in the week",8
"1585","end of the month",8
"1586","end of the night",8
"1587","end of the season",8
"1588","end of the world",8
"1589","feel like i am",8
"1590","feel like i need",8
"1591","few weeks ago i",8
"1592","first place in the",8
"1593","first three months of",8
"1594","follow us on twitter",8
"1595","for a while i",8
"1596","for each of the",8
"1597","for one of the",8
"1598","for quite some time",8
"1599","for stopping by and",8
"1600","for the duration of",8
"1601","for the purpose of",8
"1602","for the remainder of",8
"1603","from 10 am to",8
"1604","from the bottom of",8
"1605","from the fact that",8
"1606","get caught up in",8
"1607","get in touch with",8
"1608","get rid of the",8
"1609","go all the way",8
"1610","going on in the",8
"1611","going to make a",8
"1612","good news is that",8
"1613","had a couple of",8
"1614","had never heard of",8
"1615","had the opportunity to",8
"1616","had the pleasure of",8
"1617","had to do was",8
"1618","happy birthday to my",8
"1619","hard to believe that",8
"1620","have a long way",8
"1621","have no idea why",8
"1622","have to do a",8
"1623","have to say it",8
"1624","he did not know",8
"1625","he said he had",8
